"date","Measure","Value","sex"
1995-01-01,"Total Employment (%)",63,"B"
1995-02-01,"Total Employment (%)",63.1,"B"
1995-03-01,"Total Employment (%)",63.1,"B"
1995-04-01,"Total Employment (%)",63.1,"B"
1995-05-01,"Total Employment (%)",62.7,"B"
1995-06-01,"Total Employment (%)",62.7,"B"
1995-07-01,"Total Employment (%)",62.8,"B"
1995-08-01,"Total Employment (%)",62.8,"B"
1995-09-01,"Total Employment (%)",62.9,"B"
1995-10-01,"Total Employment (%)",62.9,"B"
1995-11-01,"Total Employment (%)",62.8,"B"
1995-12-01,"Total Employment (%)",62.7,"B"
1996-01-01,"Total Employment (%)",62.7,"B"
1996-02-01,"Total Employment (%)",62.9,"B"
1996-03-01,"Total Employment (%)",63,"B"
1996-04-01,"Total Employment (%)",63,"B"
1996-05-01,"Total Employment (%)",63,"B"
1996-06-01,"Total Employment (%)",63.2,"B"
1996-07-01,"Total Employment (%)",63.3,"B"
1996-08-01,"Total Employment (%)",63.3,"B"
1996-09-01,"Total Employment (%)",63.4,"B"
1996-10-01,"Total Employment (%)",63.5,"B"
1996-11-01,"Total Employment (%)",63.4,"B"
1996-12-01,"Total Employment (%)",63.4,"B"
1997-01-01,"Total Employment (%)",63.4,"B"
1997-02-01,"Total Employment (%)",63.4,"B"
1997-03-01,"Total Employment (%)",63.6,"B"
1997-04-01,"Total Employment (%)",63.7,"B"
1997-05-01,"Total Employment (%)",63.8,"B"
1997-06-01,"Total Employment (%)",63.7,"B"
1997-07-01,"Total Employment (%)",63.9,"B"
1997-08-01,"Total Employment (%)",63.9,"B"
1997-09-01,"Total Employment (%)",63.9,"B"
1997-10-01,"Total Employment (%)",63.9,"B"
1997-11-01,"Total Employment (%)",64.1,"B"
1997-12-01,"Total Employment (%)",64,"B"
1998-01-01,"Total Employment (%)",64,"B"
1998-02-01,"Total Employment (%)",64,"B"
1998-03-01,"Total Employment (%)",64,"B"
1998-04-01,"Total Employment (%)",64.1,"B"
1998-05-01,"Total Employment (%)",64.1,"B"
1998-06-01,"Total Employment (%)",64,"B"
1998-07-01,"Total Employment (%)",64,"B"
1998-08-01,"Total Employment (%)",63.9,"B"
1998-09-01,"Total Employment (%)",64.2,"B"
1998-10-01,"Total Employment (%)",64.1,"B"
1998-11-01,"Total Employment (%)",64.2,"B"
1998-12-01,"Total Employment (%)",64.3,"B"
1999-01-01,"Total Employment (%)",64.4,"B"
1999-02-01,"Total Employment (%)",64.2,"B"
1999-03-01,"Total Employment (%)",64.2,"B"
1999-04-01,"Total Employment (%)",64.2,"B"
1999-05-01,"Total Employment (%)",64.3,"B"
1999-06-01,"Total Employment (%)",64.2,"B"
1999-07-01,"Total Employment (%)",64.2,"B"
1999-08-01,"Total Employment (%)",64.2,"B"
1999-09-01,"Total Employment (%)",64.2,"B"
1999-10-01,"Total Employment (%)",64.3,"B"
1999-11-01,"Total Employment (%)",64.4,"B"
1999-12-01,"Total Employment (%)",64.4,"B"
2000-01-01,"Total Employment (%)",64.6,"B"
2000-02-01,"Total Employment (%)",64.6,"B"
2000-03-01,"Total Employment (%)",64.6,"B"
2000-04-01,"Total Employment (%)",64.7,"B"
2000-05-01,"Total Employment (%)",64.4,"B"
2000-06-01,"Total Employment (%)",64.5,"B"
2000-07-01,"Total Employment (%)",64.2,"B"
2000-08-01,"Total Employment (%)",64.2,"B"
2000-09-01,"Total Employment (%)",64.2,"B"
2000-10-01,"Total Employment (%)",64.2,"B"
2000-11-01,"Total Employment (%)",64.3,"B"
2000-12-01,"Total Employment (%)",64.4,"B"
2001-01-01,"Total Employment (%)",64.4,"B"
2001-02-01,"Total Employment (%)",64.3,"B"
2001-03-01,"Total Employment (%)",64.3,"B"
2001-04-01,"Total Employment (%)",64,"B"
2001-05-01,"Total Employment (%)",63.8,"B"
2001-06-01,"Total Employment (%)",63.7,"B"
2001-07-01,"Total Employment (%)",63.7,"B"
2001-08-01,"Total Employment (%)",63.2,"B"
2001-09-01,"Total Employment (%)",63.5,"B"
2001-10-01,"Total Employment (%)",63.2,"B"
2001-11-01,"Total Employment (%)",63,"B"
2001-12-01,"Total Employment (%)",62.9,"B"
2002-01-01,"Total Employment (%)",62.7,"B"
2002-02-01,"Total Employment (%)",63,"B"
2002-03-01,"Total Employment (%)",62.8,"B"
2002-04-01,"Total Employment (%)",62.7,"B"
2002-05-01,"Total Employment (%)",62.9,"B"
2002-06-01,"Total Employment (%)",62.7,"B"
2002-07-01,"Total Employment (%)",62.7,"B"
2002-08-01,"Total Employment (%)",62.7,"B"
2002-09-01,"Total Employment (%)",63,"B"
2002-10-01,"Total Employment (%)",62.7,"B"
2002-11-01,"Total Employment (%)",62.5,"B"
2002-12-01,"Total Employment (%)",62.4,"B"
2003-01-01,"Total Employment (%)",62.5,"B"
2003-02-01,"Total Employment (%)",62.5,"B"
2003-03-01,"Total Employment (%)",62.4,"B"
2003-04-01,"Total Employment (%)",62.4,"B"
2003-05-01,"Total Employment (%)",62.3,"B"
2003-06-01,"Total Employment (%)",62.3,"B"
2003-07-01,"Total Employment (%)",62.1,"B"
2003-08-01,"Total Employment (%)",62.1,"B"
2003-09-01,"Total Employment (%)",62,"B"
2003-10-01,"Total Employment (%)",62.1,"B"
2003-11-01,"Total Employment (%)",62.3,"B"
2003-12-01,"Total Employment (%)",62.2,"B"
2004-01-01,"Total Employment (%)",62.3,"B"
2004-02-01,"Total Employment (%)",62.3,"B"
2004-03-01,"Total Employment (%)",62.2,"B"
2004-04-01,"Total Employment (%)",62.3,"B"
2004-05-01,"Total Employment (%)",62.3,"B"
2004-06-01,"Total Employment (%)",62.4,"B"
2004-07-01,"Total Employment (%)",62.5,"B"
2004-08-01,"Total Employment (%)",62.4,"B"
2004-09-01,"Total Employment (%)",62.3,"B"
2004-10-01,"Total Employment (%)",62.3,"B"
2004-11-01,"Total Employment (%)",62.5,"B"
2004-12-01,"Total Employment (%)",62.4,"B"
2005-01-01,"Total Employment (%)",62.4,"B"
2005-02-01,"Total Employment (%)",62.4,"B"
2005-03-01,"Total Employment (%)",62.4,"B"
2005-04-01,"Total Employment (%)",62.7,"B"
2005-05-01,"Total Employment (%)",62.8,"B"
2005-06-01,"Total Employment (%)",62.7,"B"
2005-07-01,"Total Employment (%)",62.8,"B"
2005-08-01,"Total Employment (%)",62.9,"B"
2005-09-01,"Total Employment (%)",62.8,"B"
2005-10-01,"Total Employment (%)",62.8,"B"
2005-11-01,"Total Employment (%)",62.7,"B"
2005-12-01,"Total Employment (%)",62.8,"B"
2006-01-01,"Total Employment (%)",62.9,"B"
2006-02-01,"Total Employment (%)",63,"B"
2006-03-01,"Total Employment (%)",63.1,"B"
2006-04-01,"Total Employment (%)",63,"B"
2006-05-01,"Total Employment (%)",63.1,"B"
2006-06-01,"Total Employment (%)",63.1,"B"
2006-07-01,"Total Employment (%)",63,"B"
2006-08-01,"Total Employment (%)",63.1,"B"
2006-09-01,"Total Employment (%)",63.1,"B"
2006-10-01,"Total Employment (%)",63.3,"B"
2006-11-01,"Total Employment (%)",63.3,"B"
2006-12-01,"Total Employment (%)",63.4,"B"
2007-01-01,"Total Employment (%)",63.3,"B"
2007-02-01,"Total Employment (%)",63.3,"B"
2007-03-01,"Total Employment (%)",63.3,"B"
2007-04-01,"Total Employment (%)",63,"B"
2007-05-01,"Total Employment (%)",63,"B"
2007-06-01,"Total Employment (%)",63,"B"
2007-07-01,"Total Employment (%)",62.9,"B"
2007-08-01,"Total Employment (%)",62.7,"B"
2007-09-01,"Total Employment (%)",62.9,"B"
2007-10-01,"Total Employment (%)",62.7,"B"
2007-11-01,"Total Employment (%)",62.9,"B"
2007-12-01,"Total Employment (%)",62.7,"B"
2008-01-01,"Total Employment (%)",62.9,"B"
2008-02-01,"Total Employment (%)",62.8,"B"
2008-03-01,"Total Employment (%)",62.7,"B"
2008-04-01,"Total Employment (%)",62.7,"B"
2008-05-01,"Total Employment (%)",62.5,"B"
2008-06-01,"Total Employment (%)",62.4,"B"
2008-07-01,"Total Employment (%)",62.2,"B"
2008-08-01,"Total Employment (%)",62,"B"
2008-09-01,"Total Employment (%)",61.9,"B"
2008-10-01,"Total Employment (%)",61.7,"B"
2008-11-01,"Total Employment (%)",61.4,"B"
2008-12-01,"Total Employment (%)",61,"B"
2009-01-01,"Total Employment (%)",60.6,"B"
2009-02-01,"Total Employment (%)",60.3,"B"
2009-03-01,"Total Employment (%)",59.9,"B"
2009-04-01,"Total Employment (%)",59.8,"B"
2009-05-01,"Total Employment (%)",59.6,"B"
2009-06-01,"Total Employment (%)",59.4,"B"
2009-07-01,"Total Employment (%)",59.3,"B"
2009-08-01,"Total Employment (%)",59.1,"B"
2009-09-01,"Total Employment (%)",58.7,"B"
2009-10-01,"Total Employment (%)",58.5,"B"
2009-11-01,"Total Employment (%)",58.6,"B"
2009-12-01,"Total Employment (%)",58.3,"B"
2010-01-01,"Total Employment (%)",58.5,"B"
2010-02-01,"Total Employment (%)",58.5,"B"
2010-03-01,"Total Employment (%)",58.5,"B"
2010-04-01,"Total Employment (%)",58.7,"B"
2010-05-01,"Total Employment (%)",58.6,"B"
2010-06-01,"Total Employment (%)",58.5,"B"
2010-07-01,"Total Employment (%)",58.5,"B"
2010-08-01,"Total Employment (%)",58.6,"B"
2010-09-01,"Total Employment (%)",58.5,"B"
2010-10-01,"Total Employment (%)",58.3,"B"
2010-11-01,"Total Employment (%)",58.2,"B"
2010-12-01,"Total Employment (%)",58.3,"B"
2011-01-01,"Total Employment (%)",58.3,"B"
2011-02-01,"Total Employment (%)",58.4,"B"
2011-03-01,"Total Employment (%)",58.4,"B"
2011-04-01,"Total Employment (%)",58.4,"B"
2011-05-01,"Total Employment (%)",58.3,"B"
2011-06-01,"Total Employment (%)",58.2,"B"
2011-07-01,"Total Employment (%)",58.2,"B"
2011-08-01,"Total Employment (%)",58.3,"B"
2011-09-01,"Total Employment (%)",58.4,"B"
2011-10-01,"Total Employment (%)",58.4,"B"
2011-11-01,"Total Employment (%)",58.6,"B"
2011-12-01,"Total Employment (%)",58.6,"B"
2012-01-01,"Total Employment (%)",58.4,"B"
2012-02-01,"Total Employment (%)",58.5,"B"
2012-03-01,"Total Employment (%)",58.5,"B"
2012-04-01,"Total Employment (%)",58.4,"B"
2012-05-01,"Total Employment (%)",58.5,"B"
2012-06-01,"Total Employment (%)",58.6,"B"
2012-07-01,"Total Employment (%)",58.5,"B"
2012-08-01,"Total Employment (%)",58.4,"B"
2012-09-01,"Total Employment (%)",58.7,"B"
2012-10-01,"Total Employment (%)",58.8,"B"
2012-11-01,"Total Employment (%)",58.7,"B"
2012-12-01,"Total Employment (%)",58.7,"B"
2013-01-01,"Total Employment (%)",58.6,"B"
2013-02-01,"Total Employment (%)",58.6,"B"
2013-03-01,"Total Employment (%)",58.5,"B"
2013-04-01,"Total Employment (%)",58.6,"B"
2013-05-01,"Total Employment (%)",58.6,"B"
2013-06-01,"Total Employment (%)",58.6,"B"
2013-07-01,"Total Employment (%)",58.7,"B"
2013-08-01,"Total Employment (%)",58.7,"B"
2013-09-01,"Total Employment (%)",58.7,"B"
2013-10-01,"Total Employment (%)",58.3,"B"
2013-11-01,"Total Employment (%)",58.6,"B"
2013-12-01,"Total Employment (%)",58.7,"B"
2014-01-01,"Total Employment (%)",58.8,"B"
2014-02-01,"Total Employment (%)",58.7,"B"
2014-03-01,"Total Employment (%)",58.9,"B"
2014-04-01,"Total Employment (%)",58.9,"B"
2014-05-01,"Total Employment (%)",58.9,"B"
2014-06-01,"Total Employment (%)",59,"B"
2014-07-01,"Total Employment (%)",59,"B"
2014-08-01,"Total Employment (%)",59,"B"
2014-09-01,"Total Employment (%)",59.1,"B"
2014-10-01,"Total Employment (%)",59.3,"B"
2014-11-01,"Total Employment (%)",59.2,"B"
2014-12-01,"Total Employment (%)",59.3,"B"
2015-01-01,"Total Employment (%)",59.3,"B"
2015-02-01,"Total Employment (%)",59.2,"B"
2015-03-01,"Total Employment (%)",59.2,"B"
2015-04-01,"Total Employment (%)",59.3,"B"
2015-05-01,"Total Employment (%)",59.4,"B"
2015-06-01,"Total Employment (%)",59.4,"B"
2015-07-01,"Total Employment (%)",59.3,"B"
2015-08-01,"Total Employment (%)",59.4,"B"
2015-09-01,"Total Employment (%)",59.2,"B"
2015-10-01,"Total Employment (%)",59.3,"B"
2015-11-01,"Total Employment (%)",59.4,"B"
2015-12-01,"Total Employment (%)",59.6,"B"
2016-01-01,"Total Employment (%)",59.7,"B"
2016-02-01,"Total Employment (%)",59.8,"B"
2016-03-01,"Total Employment (%)",59.8,"B"
2016-04-01,"Total Employment (%)",59.7,"B"
2016-05-01,"Total Employment (%)",59.7,"B"
2016-06-01,"Total Employment (%)",59.7,"B"
2016-07-01,"Total Employment (%)",59.8,"B"
2016-08-01,"Total Employment (%)",59.8,"B"
2016-09-01,"Total Employment (%)",59.7,"B"
2016-10-01,"Total Employment (%)",59.7,"B"
2016-11-01,"Total Employment (%)",59.7,"B"
2016-12-01,"Total Employment (%)",59.7,"B"
2017-01-01,"Total Employment (%)",59.9,"B"
2017-02-01,"Total Employment (%)",60,"B"
2017-03-01,"Total Employment (%)",60.2,"B"
2017-04-01,"Total Employment (%)",60.2,"B"
2017-05-01,"Total Employment (%)",60.1,"B"
2017-06-01,"Total Employment (%)",60.1,"B"
2017-07-01,"Total Employment (%)",60.2,"B"
2017-08-01,"Total Employment (%)",60.1,"B"
2017-09-01,"Total Employment (%)",60.4,"B"
2017-10-01,"Total Employment (%)",60.1,"B"
2017-11-01,"Total Employment (%)",60.1,"B"
2017-12-01,"Total Employment (%)",60.1,"B"
2018-01-01,"Total Employment (%)",60.2,"B"
2018-02-01,"Total Employment (%)",60.4,"B"
2018-03-01,"Total Employment (%)",60.4,"B"
2018-04-01,"Total Employment (%)",60.4,"B"
2018-05-01,"Total Employment (%)",60.5,"B"
2018-06-01,"Total Employment (%)",60.4,"B"
2018-07-01,"Total Employment (%)",60.5,"B"
2018-08-01,"Total Employment (%)",60.3,"B"
2018-09-01,"Total Employment (%)",60.4,"B"
2018-10-01,"Total Employment (%)",60.5,"B"
2018-11-01,"Total Employment (%)",60.5,"B"
2018-12-01,"Total Employment (%)",60.6,"B"
2019-01-01,"Total Employment (%)",60.6,"B"
2019-02-01,"Total Employment (%)",60.8,"B"
2019-03-01,"Total Employment (%)",60.7,"B"
2019-04-01,"Total Employment (%)",60.6,"B"
2019-05-01,"Total Employment (%)",60.6,"B"
2019-06-01,"Total Employment (%)",60.7,"B"
2019-07-01,"Total Employment (%)",60.8,"B"
2019-08-01,"Total Employment (%)",60.8,"B"
2019-09-01,"Total Employment (%)",60.9,"B"
2019-10-01,"Total Employment (%)",60.9,"B"
2019-11-01,"Total Employment (%)",61,"B"
2019-12-01,"Total Employment (%)",61,"B"
2020-01-01,"Total Employment (%)",61.1,"B"
2020-02-01,"Total Employment (%)",61.2,"B"
2020-03-01,"Total Employment (%)",59.9,"B"
2020-04-01,"Total Employment (%)",51.3,"B"
2020-05-01,"Total Employment (%)",52.8,"B"
2020-06-01,"Total Employment (%)",54.7,"B"
2020-07-01,"Total Employment (%)",55.2,"B"
2020-08-01,"Total Employment (%)",56.5,"B"
2020-09-01,"Total Employment (%)",56.6,"B"
2020-10-01,"Total Employment (%)",57.4,"B"
2020-11-01,"Total Employment (%)",57.4,"B"
2020-12-01,"Total Employment (%)",57.4,"B"
2021-01-01,"Total Employment (%)",57.5,"B"
2021-02-01,"Total Employment (%)",57.6,"B"
2021-03-01,"Total Employment (%)",57.8,"B"
2021-04-01,"Total Employment (%)",57.9,"B"
2021-05-01,"Total Employment (%)",58,"B"
2021-06-01,"Total Employment (%)",58,"B"
2021-07-01,"Total Employment (%)",58.4,"B"
2021-08-01,"Total Employment (%)",58.5,"B"
2021-09-01,"Total Employment (%)",58.8,"B"
2021-10-01,"Total Employment (%)",58.9,"B"
2021-11-01,"Total Employment (%)",59.3,"B"
2021-12-01,"Total Employment (%)",59.5,"B"
2022-01-01,"Total Employment (%)",59.7,"B"
2022-02-01,"Total Employment (%)",59.9,"B"
2022-03-01,"Total Employment (%)",60.1,"B"
2022-04-01,"Total Employment (%)",60,"B"
2022-05-01,"Total Employment (%)",60.1,"B"
2022-06-01,"Total Employment (%)",59.9,"B"
2022-07-01,"Total Employment (%)",60,"B"
2022-08-01,"Total Employment (%)",60.1,"B"
1948-01-01,"Total Employment (%)",83.8,"M"
1948-02-01,"Total Employment (%)",83.9,"M"
1948-03-01,"Total Employment (%)",83,"M"
1948-04-01,"Total Employment (%)",83.3,"M"
1948-05-01,"Total Employment (%)",83.1,"M"
1948-06-01,"Total Employment (%)",83.7,"M"
1948-07-01,"Total Employment (%)",83.8,"M"
1948-08-01,"Total Employment (%)",83.5,"M"
1948-09-01,"Total Employment (%)",83.2,"M"
1948-10-01,"Total Employment (%)",83.5,"M"
1948-11-01,"Total Employment (%)",83.3,"M"
1948-12-01,"Total Employment (%)",83.5,"M"
1949-01-01,"Total Employment (%)",82.8,"M"
1949-02-01,"Total Employment (%)",82.6,"M"
1949-03-01,"Total Employment (%)",82.1,"M"
1949-04-01,"Total Employment (%)",82,"M"
1949-05-01,"Total Employment (%)",81.3,"M"
1949-06-01,"Total Employment (%)",80.9,"M"
1949-07-01,"Total Employment (%)",80.4,"M"
1949-08-01,"Total Employment (%)",80.7,"M"
1949-09-01,"Total Employment (%)",81,"M"
1949-10-01,"Total Employment (%)",80,"M"
1949-11-01,"Total Employment (%)",81.2,"M"
1949-12-01,"Total Employment (%)",81,"M"
1950-01-01,"Total Employment (%)",80.7,"M"
1950-02-01,"Total Employment (%)",80.7,"M"
1950-03-01,"Total Employment (%)",80.7,"M"
1950-04-01,"Total Employment (%)",81.1,"M"
1950-05-01,"Total Employment (%)",81.6,"M"
1950-06-01,"Total Employment (%)",81.8,"M"
1950-07-01,"Total Employment (%)",82,"M"
1950-08-01,"Total Employment (%)",82.8,"M"
1950-09-01,"Total Employment (%)",82.9,"M"
1950-10-01,"Total Employment (%)",83,"M"
1950-11-01,"Total Employment (%)",83.1,"M"
1950-12-01,"Total Employment (%)",83,"M"
1951-01-01,"Total Employment (%)",83.1,"M"
1951-02-01,"Total Employment (%)",83.7,"M"
1951-03-01,"Total Employment (%)",84.5,"M"
1951-04-01,"Total Employment (%)",84.1,"M"
1951-05-01,"Total Employment (%)",84.5,"M"
1951-06-01,"Total Employment (%)",84,"M"
1951-07-01,"Total Employment (%)",83.9,"M"
1951-08-01,"Total Employment (%)",84.1,"M"
1951-09-01,"Total Employment (%)",84,"M"
1951-10-01,"Total Employment (%)",84.1,"M"
1951-11-01,"Total Employment (%)",83.8,"M"
1951-12-01,"Total Employment (%)",84.5,"M"
1952-01-01,"Total Employment (%)",84.4,"M"
1952-02-01,"Total Employment (%)",84.5,"M"
1952-03-01,"Total Employment (%)",84.2,"M"
1952-04-01,"Total Employment (%)",84,"M"
1952-05-01,"Total Employment (%)",84.2,"M"
1952-06-01,"Total Employment (%)",84,"M"
1952-07-01,"Total Employment (%)",83.7,"M"
1952-08-01,"Total Employment (%)",83.2,"M"
1952-09-01,"Total Employment (%)",83.3,"M"
1952-10-01,"Total Employment (%)",83.4,"M"
1952-11-01,"Total Employment (%)",83.5,"M"
1952-12-01,"Total Employment (%)",84.3,"M"
1953-01-01,"Total Employment (%)",84.1,"M"
1953-02-01,"Total Employment (%)",84.7,"M"
1953-03-01,"Total Employment (%)",84.7,"M"
1953-04-01,"Total Employment (%)",84,"M"
1953-05-01,"Total Employment (%)",83.7,"M"
1953-06-01,"Total Employment (%)",83.8,"M"
1953-07-01,"Total Employment (%)",83.8,"M"
1953-08-01,"Total Employment (%)",83.6,"M"
1953-09-01,"Total Employment (%)",83.1,"M"
1953-10-01,"Total Employment (%)",82.9,"M"
1953-11-01,"Total Employment (%)",83,"M"
1953-12-01,"Total Employment (%)",82.2,"M"
1954-01-01,"Total Employment (%)",82,"M"
1954-02-01,"Total Employment (%)",82,"M"
1954-03-01,"Total Employment (%)",81,"M"
1954-04-01,"Total Employment (%)",81.1,"M"
1954-05-01,"Total Employment (%)",80.8,"M"
1954-06-01,"Total Employment (%)",80.7,"M"
1954-07-01,"Total Employment (%)",80.6,"M"
1954-08-01,"Total Employment (%)",80.8,"M"
1954-09-01,"Total Employment (%)",80.9,"M"
1954-10-01,"Total Employment (%)",80.6,"M"
1954-11-01,"Total Employment (%)",80.7,"M"
1954-12-01,"Total Employment (%)",80.6,"M"
1955-01-01,"Total Employment (%)",81,"M"
1955-02-01,"Total Employment (%)",81,"M"
1955-03-01,"Total Employment (%)",81.2,"M"
1955-04-01,"Total Employment (%)",81.2,"M"
1955-05-01,"Total Employment (%)",81.6,"M"
1955-06-01,"Total Employment (%)",81.5,"M"
1955-07-01,"Total Employment (%)",82.1,"M"
1955-08-01,"Total Employment (%)",82,"M"
1955-09-01,"Total Employment (%)",82.4,"M"
1955-10-01,"Total Employment (%)",82.3,"M"
1955-11-01,"Total Employment (%)",82.5,"M"
1955-12-01,"Total Employment (%)",82.7,"M"
1956-01-01,"Total Employment (%)",82.9,"M"
1956-02-01,"Total Employment (%)",82.6,"M"
1956-03-01,"Total Employment (%)",82.5,"M"
1956-04-01,"Total Employment (%)",82.5,"M"
1956-05-01,"Total Employment (%)",82.4,"M"
1956-06-01,"Total Employment (%)",82.3,"M"
1956-07-01,"Total Employment (%)",82.2,"M"
1956-08-01,"Total Employment (%)",82.3,"M"
1956-09-01,"Total Employment (%)",82.1,"M"
1956-10-01,"Total Employment (%)",82,"M"
1956-11-01,"Total Employment (%)",81.7,"M"
1956-12-01,"Total Employment (%)",81.7,"M"
1957-01-01,"Total Employment (%)",81.5,"M"
1957-02-01,"Total Employment (%)",81.9,"M"
1957-03-01,"Total Employment (%)",82.2,"M"
1957-04-01,"Total Employment (%)",81.8,"M"
1957-05-01,"Total Employment (%)",81.7,"M"
1957-06-01,"Total Employment (%)",81.8,"M"
1957-07-01,"Total Employment (%)",81.8,"M"
1957-08-01,"Total Employment (%)",81.2,"M"
1957-09-01,"Total Employment (%)",81,"M"
1957-10-01,"Total Employment (%)",80.7,"M"
1957-11-01,"Total Employment (%)",80.1,"M"
1957-12-01,"Total Employment (%)",80.1,"M"
1958-01-01,"Total Employment (%)",79.3,"M"
1958-02-01,"Total Employment (%)",78.7,"M"
1958-03-01,"Total Employment (%)",78.3,"M"
1958-04-01,"Total Employment (%)",78.1,"M"
1958-05-01,"Total Employment (%)",78.3,"M"
1958-06-01,"Total Employment (%)",78.1,"M"
1958-07-01,"Total Employment (%)",78.2,"M"
1958-08-01,"Total Employment (%)",78.3,"M"
1958-09-01,"Total Employment (%)",78.6,"M"
1958-10-01,"Total Employment (%)",78.9,"M"
1958-11-01,"Total Employment (%)",78.7,"M"
1958-12-01,"Total Employment (%)",78.6,"M"
